X,Y
-0.643518,-7.164227
-0.643518,-7.164227
-0.643518,-7.164227
-0.643518,-7.164227
-0.643518,-7.164227
-0.643518,-7.164227
-0.643518,-7.164227
-0.643518,-7.164227
-0.643518,-7.164227
-0.643518,-7.164227
-0.643518,-7.164227
-0.643518,-7.164227
-0.643518,-7.164227
-0.643518,-7.164227
-0.643518,-7.164227
-0.643518,-7.164227
-0.643518,-7.164227
-0.643518,-7.164227
-0.643518,-7.164227
-0.7034402,-7.077087
-0.79114,-6.949553
-0.9182537,-6.764702
-1.123987,-6.465523
-1.314537,-6.188422
-1.553618,-5.840747
-1.746019,-5.560956
-1.899291,-5.338066
-2.025455,-5.154597
-2.025455,-5.154597
-2.025455,-5.154597
-2.025455,-5.154597
-2.025455,-5.154597
-2.025455,-5.154597
-2.025455,-5.154597
-2.025455,-5.154597
-2.025455,-5.154597
-2.025455,-5.154597
-2.025455,-5.154597
-2.025455,-5.154597
-2.025455,-5.154597
-2.025455,-5.154597
-2.025455,-5.154597
-2.025455,-5.154597
-2.025455,-5.154597
-2.082034,-5.126783
-2.082034,-5.126783
-2.082034,-5.126783
-2.082034,-5.126783
-2.082034,-5.126783
-2.082034,-5.126783
-2.082034,-5.126783
-2.082034,-5.126783
-2.082034,-5.126783
-2.082034,-5.126783
-2.082034,-5.126783
-2.082034,-5.126783
-2.082034,-5.126783
-2.082034,-5.126783
-2.082034,-5.126783
-2.134052,-5.08051
-2.236984,-4.988948
-2.367831,-4.872553
-2.584161,-4.680117
-2.883516,-4.413826
-3.136337,-4.188928
-3.33901,-4.008641
-3.489505,-3.874768
-3.594472,-3.781395
-3.631593,-3.748374
-3.631593,-3.748374
-3.631593,-3.748374
-3.631593,-3.748374
-3.631593,-3.748374
-3.631593,-3.748374
-3.631593,-3.748374
-3.703254,-3.684628
-3.815054,-3.585176
-3.875721,-3.53121
-3.884322,-3.523559
-3.965677,-3.451189
-4.08758,-3.342751
-4.155791,-3.282073
-4.174699,-3.265254
-4.174699,-3.265254
-4.174699,-3.265254
-4.174699,-3.265254
-4.254195,-3.194538
-4.370411,-3.091158
-4.434643,-3.034021
-4.446977,-3.023049
-4.446977,-3.023049
-4.446977,-3.023049
-4.446977,-3.023049
-4.446977,-3.023049
-4.499069,-2.976711
-4.603549,-2.883771
-4.758793,-2.745673
-4.758793,-2.745673
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.62628,6.339735
-1.645054,6.336776
-1.677185,6.331712
-1.732645,6.322971
-1.796958,6.312836
-1.876234,6.300342
-1.969563,6.285633
-2.099299,6.265187
-2.22275,6.245731
-2.333812,6.228228
-2.44134,6.211282
-2.520259,6.198844
-2.55758,6.192962
-2.618317,6.18339
-2.657402,6.17723
-2.681739,6.173395
-2.689929,6.172104
-2.689929,6.172104
-2.689929,6.172104
-2.689929,6.172104
-2.689929,6.172104
-2.689929,6.172104
-2.689929,6.172104
-2.689929,6.172104
-2.689929,6.172104
-2.689929,6.172104
-2.689929,6.172104
-2.689929,6.172104
-2.689929,6.172104
-2.689929,6.172104
-2.689929,6.172104
-2.689929,6.172104
-2.689929,6.172104
-2.689929,6.172104
-2.689929,6.172104
-2.689929,6.172104
-2.693848,6.170647
-2.719927,6.160951
-2.758579,6.14658
-2.782497,6.137686
-2.851126,6.11217
-2.925827,6.084395
-2.97114,6.067548
-3.016767,6.050583
-3.130504,6.008295
-3.251605,5.963269
-3.318659,5.938338
-3.476361,5.879703
-3.592902,5.836372
-3.668117,5.808407
-3.775408,5.768516
-3.827941,5.748983
-3.922115,5.713969
-3.99237,5.687848
-4.025137,5.675664
-4.077086,5.65635
-4.077086,5.65635
-4.077086,5.65635
-4.077086,5.65635
-4.077086,5.65635
-4.077086,5.65635
-4.077086,5.65635
-4.077086,5.65635
-4.077086,5.65635
-4.077086,5.65635
-4.077086,5.65635
-4.077086,5.65635
-4.077086,5.65635
-4.077086,5.65635
-4.077086,5.65635
-4.077086,5.65635
-4.092624,5.647872
-4.120299,5.632773
-4.138534,5.622825
-4.194084,5.592517
-4.256943,5.558222
-4.293657,5.538191
-4.390341,5.485442
-4.471773,5.441014
-4.526008,5.411424
-4.65765,5.339602
-4.723451,5.303702
-4.879212,5.218721
-5.01814,5.142924
-5.091426,5.10294
-5.247394,5.017846
-5.323152,4.976513
-5.457191,4.903384
-5.597163,4.827017
-5.670376,4.787073
-5.827343,4.701434
-5.897089,4.663381
-6.0279,4.592012
-6.133198,4.534564
-6.184421,4.506617
-6.266352,4.461916
-6.345322,4.418832
-6.377975,4.401017
-6.425972,4.37483
-6.448162,4.362723
-6.448162,4.362723
-6.448162,4.362723
-6.448162,4.362723
-6.448162,4.362723
-6.448162,4.362723
-6.448162,4.362723
-6.448162,4.362723
-6.448162,4.362723
-6.448162,4.362723
-6.448162,4.362723
-6.448162,4.362723
-6.448162,4.362723
-6.448162,4.362723
-6.451557,4.360291
-6.469745,4.347252
-6.507926,4.319882
-6.528714,4.304981
-6.577477,4.270026
-6.65216,4.216492
-6.731119,4.159892
-6.775532,4.128055
-6.883703,4.050514
-6.996703,3.969512
-7.058561,3.92517
-7.180889,3.837481
-7.328534,3.731645
-7.462215,3.635818
-7.530686,3.586736
-7.669923,3.486927
-7.804267,3.390624
-7.872506,3.341709
-7.996077,3.253129
-8.064385,3.204164
